_split_row_id,_split,protein_a,protein_b,train_degree_a,train_degree_b,train_degree_sum,train_degree_abs_diff,train_degree_min,train_degree_max,train_degree_product,either_protein_seen_in_train,both_proteins_seen_in_train,pair_seen_in_train,effect_label
173,validation,P10275,Q13547,7,5,12,2,5,7,35,1,1,0,Inhibit
174,train,P10275,P07900,7,56,63,49,7,56,392,1,1,1,Inhibit
175,validation,P10275,Q00987,7,27,34,20,7,27,189,1,1,0,Enhance
176,validation,P10275,Q00987,7,27,34,20,7,27,189,1,1,0,Enhance
177,train,P10275,O75376,7,12,19,5,7,12,84,1,1,1,Inhibit
178,validation,P10275,Q9Y252,7,0,7,7,0,7,0,1,0,0,Enhance
179,test,P10275,P13010,7,1,8,6,1,7,7,1,1,0,Inhibit
180,train,P10275,P12956,7,2,9,5,2,7,14,1,1,1,Inhibit
181,validation,Q8WWN8,P52735,0,3,3,3,0,3,0,1,0,0,Enhance
182,validation,Q8WWN8,P52735,0,3,3,3,0,3,0,1,0,0,Enhance
183,train,P53367,P84077,1,2,3,1,1,2,2,1,1,1,Inhibit
184,test,Q68EM7,Q15642,0,1,1,1,0,1,0,1,0,0,Inhibit
185,validation,Q7Z5H3,P31946,0,91,91,91,0,91,0,1,0,0,Enhance
186,validation,Q7Z5H3,P31946,0,91,91,91,0,91,0,1,0,0,Enhance
187,train,O14559,Q06124,1,43,44,42,1,43,43,1,1,1,Enhance
188,train,Q9NRY4,Q14152,3,1,4,2,1,3,3,1,1,1,Enhance
189,train,Q9NRY4,P20936,3,13,16,10,3,13,39,1,1,1,Enhance
190,train,Q9NRY4,P20936,3,13,16,10,3,13,39,1,1,1,Enhance
191,validation,Q9NRY4,Q92730,3,0,3,3,0,3,0,1,0,0,Inhibit
192,validation,Q9NRY4,Q92730,3,0,3,3,0,3,0,1,0,0,Inhibit
193,validation,Q9NRY4,Q92730,3,0,3,3,0,3,0,1,0,0,Inhibit
194,validation,P52565,P60953,2,7,9,5,2,7,14,1,1,0,Inhibit
195,train,P52565,P63000,2,12,14,10,2,12,24,1,1,1,Inhibit
196,train,P52565,P63000,2,12,14,10,2,12,24,1,1,1,Inhibit
197,validation,P52565,P61586,2,7,9,5,2,7,14,1,1,0,Inhibit
198,validation,P52565,P61586,2,7,9,5,2,7,14,1,1,0,Inhibit
199,validation,P52565,P61586,2,7,9,5,2,7,14,1,1,0,Inhibit
200,validation,P52565,P61586,2,7,9,5,2,7,14,1,1,0,Inhibit
201,validation,P52565,P61586,2,7,9,5,2,7,14,1,1,0,Inhibit
202,train,P52566,P60953,5,7,12,2,5,7,35,1,1,1,Inhibit
203,train,P52566,P60953,5,7,12,2,5,7,35,1,1,1,Inhibit
204,train,P52566,P60953,5,7,12,2,5,7,35,1,1,1,Inhibit
205,test,P52566,P63000,5,12,17,7,5,12,60,1,1,0,Inhibit
206,test,P52566,P63000,5,12,17,7,5,12,60,1,1,0,Inhibit
207,test,P52566,P63000,5,12,17,7,5,12,60,1,1,0,Inhibit
208,test,P52566,P63000,5,12,17,7,5,12,60,1,1,0,Inhibit
209,test,P52566,P63000,5,12,17,7,5,12,60,1,1,0,Inhibit
210,test,P52566,P63000,5,12,17,7,5,12,60,1,1,0,Inhibit
211,test,P52566,P61586,5,7,12,2,5,7,35,1,1,0,Inhibit
212,test,P52566,P61586,5,7,12,2,5,7,35,1,1,0,Inhibit
213,train,P52566,P08134,5,2,7,3,2,5,10,1,1,1,Inhibit
214,train,P52566,P08134,5,2,7,3,2,5,10,1,1,1,Inhibit
215,test,P52566,Q14242,5,0,5,5,0,5,0,1,0,0,Enhance
216,test,P52566,Q14242,5,0,5,5,0,5,0,1,0,0,Enhance
217,validation,P52566,P15498,5,70,75,65,5,70,350,1,1,0,Enhance
218,test,Q92974,P31946,0,91,91,91,0,91,0,1,0,0,Enhance
219,test,Q92974,P63104,0,67,67,67,0,67,0,1,0,0,Enhance
220,test,Q99856,Q01094,0,34,34,34,0,34,0,1,0,0,Inhibit
221,train,P29374,P06400,2,35,37,33,2,35,70,1,1,1,Inhibit
222,train,P29374,P06400,2,35,37,33,2,35,70,1,1,1,Inhibit
223,train,P56211,P67775,1,6,7,5,1,6,6,1,1,1,Enhance
224,train,P49407,P20963,7,1,8,6,1,7,7,1,1,1,Enhance
225,train,P32121,Q9Y4K3,13,4,17,9,4,13,52,1,1,1,Inhibit
226,train,Q9ULH1,Q92538,1,3,4,2,1,3,3,1,1,1,Enhance
227,test,Q8TDY4,P62993,1,112,113,111,1,112,112,1,1,0,Enhance
228,train,Q9Y294,Q13111,3,3,6,0,3,3,9,1,1,1,Enhance
229,test,Q9Y294,P68431,3,61,64,58,3,61,183,1,1,0,Enhance
230,train,Q9Y294,Q14676,3,10,13,7,3,10,30,1,1,1,Enhance
231,train,Q9Y294,Q6ZRQ5,3,1,4,2,1,3,3,1,1,1,Enhance
232,test,Q96QE3,O60885,0,10,10,10,0,10,0,1,0,0,Inhibit
233,test,P18846,Q92793,1,17,18,16,1,17,17,1,1,0,Inhibit
234,test,P18846,Q92793,1,17,18,16,1,17,17,1,1,0,Inhibit
235,train,P18846,Q13526,1,42,43,41,1,42,42,1,1,1,Enhance
236,train,P18850,Q15125,1,1,2,0,1,1,1,1,1,1,Enhance
237,test,Q9Y4P1,P36542,5,0,5,5,0,5,0,1,0,0,Enhance
238,train,Q9Y4P1,Q9GZQ8,5,8,13,3,5,8,40,1,1,1,Inhibit
239,test,Q7Z3C6,P63104,0,67,67,67,0,67,0,1,0,0,Enhance
240,train,Q13315,Q14676,5,10,15,5,5,10,50,1,1,1,Enhance
241,validation,Q13315,Q99801,5,0,5,5,0,5,0,1,0,0,Enhance
242,train,Q13315,P14618,5,7,12,2,5,7,35,1,1,1,Enhance
243,train,Q9UII2,P24539,1,1,2,0,1,1,1,1,1,1,Inhibit
244,train,Q13535,P55957,3,2,5,1,2,3,6,1,1,1,Enhance
245,train,Q13535,Q92547,3,10,13,7,3,10,30,1,1,1,Enhance
246,test,Q13535,P23025,3,3,6,0,3,3,9,1,1,0,Enhance
247,train,Q8WXE1,P38398,1,14,15,13,1,14,14,1,1,1,Enhance
248,train,P54253,Q96I25,8,2,10,6,2,8,16,1,1,1,Enhance
249,train,P54253,Q96I25,8,2,10,6,2,8,16,1,1,1,Inhibit
250,train,P54253,P26368,8,1,9,7,1,8,8,1,1,1,Inhibit
251,train,P54253,P31946,8,91,99,83,8,91,728,1,1,1,Enhance
252,train,P54253,P62258,8,25,33,17,8,25,200,1,1,1,Enhance
253,train,P54253,P63104,8,67,75,59,8,67,536,1,1,1,Enhance
254,train,P54253,P63104,8,67,75,59,8,67,536,1,1,1,Enhance
255,train,P54253,P63104,8,67,75,59,8,67,536,1,1,1,Enhance
256,train,Q9UBB4,P53350,1,23,24,22,1,23,23,1,1,1,Enhance
257,train,P30530,P62993,11,112,123,101,11,112,1232,1,1,1,Enhance
258,train,P30530,P62993,11,112,123,101,11,112,1232,1,1,1,Enhance
259,train,P30530,P62993,11,112,123,101,11,112,1232,1,1,1,Enhance
260,train,P30530,P62993,11,112,123,101,11,112,1232,1,1,1,Enhance
261,train,P30530,P62993,11,112,123,101,11,112,1232,1,1,1,Enhance
262,train,P30530,P27986,11,39,50,28,11,39,429,1,1,1,Enhance
263,train,P30530,P27986,11,39,50,28,11,39,429,1,1,1,Enhance
264,train,P30530,P27986,11,39,50,28,11,39,429,1,1,1,Enhance
265,train,P30530,P27986,11,39,50,28,11,39,429,1,1,1,Enhance
266,train,P30530,P27986,11,39,50,28,11,39,429,1,1,1,Enhance
267,train,P30530,P27986,11,39,50,28,11,39,429,1,1,1,Enhance
268,test,P30530,O00459,11,4,15,7,4,11,44,1,1,0,Enhance
269,test,P30530,O00459,11,4,15,7,4,11,44,1,1,0,Enhance
270,test,P30530,O00459,11,4,15,7,4,11,44,1,1,0,Enhance
271,test,P30530,O00459,11,4,15,7,4,11,44,1,1,0,Enhance
272,test,P30530,O00459,11,4,15,7,4,11,44,1,1,0,Enhance
273,test,P30530,O00459,11,4,15,7,4,11,44,1,1,0,Enhance
274,validation,P30530,P19174,11,73,84,62,11,73,803,1,1,0,Enhance
275,test,Q9NWV8,O95271,0,0,0,0,0,0,0,0,0,0,Enhance
276,test,Q9NWV8,Q96RL1,0,0,0,0,0,0,0,0,0,0,Enhance
277,train,P56817,Q6VY07,1,1,2,0,1,1,1,1,1,1,Enhance
278,train,Q92934,P63104,1,67,68,66,1,67,67,1,1,1,Enhance
279,train,Q9UQB8,P27348,3,20,23,17,3,20,60,1,1,1,Enhance
280,train,Q9UQB8,P63104,3,67,70,64,3,67,201,1,1,1,Enhance
281,train,Q9UQB8,P63104,3,67,70,64,3,67,201,1,1,1,Enhance
282,train,Q9UHR4,P04637,1,74,75,73,1,74,74,1,1,1,Inhibit
283,test,Q16611,Q16611,2,2,4,0,2,2,4,1,1,0,Inhibit
284,test,Q16611,Q16611,2,2,4,0,2,2,4,1,1,0,Inhibit
285,test,Q16611,Q16611,2,2,4,0,2,2,4,1,1,0,Inhibit
286,test,Q16611,Q16611,2,2,4,0,2,2,4,1,1,0,Inhibit
287,test,Q16611,Q16611,2,2,4,0,2,2,4,1,1,0,Inhibit
288,test,Q16611,Q16611,2,2,4,0,2,2,4,1,1,0,Inhibit
289,train,Q16611,P55957,2,2,4,0,2,2,4,1,1,1,Enhance
290,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
291,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
292,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
293,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
294,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
295,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
296,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
297,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
298,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
299,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
300,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
301,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
302,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
303,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
304,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
305,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
306,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
307,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
308,test,O75531,O75531,2,2,4,0,2,2,4,1,1,0,Inhibit
309,train,Q92560,P85037,2,1,3,1,1,2,2,1,1,1,Enhance
310,train,Q92560,Q01167,2,1,3,1,1,2,2,1,1,1,Enhance
311,test,Q9BXH1,Q9Y5U8,0,0,0,0,0,0,0,0,0,0,Enhance
312,test,Q9BXH1,Q9Y5U8,0,0,0,0,0,0,0,0,0,0,Enhance
313,train,P56945,Q05397,7,20,27,13,7,20,140,1,1,1,Inhibit
314,train,P56945,Q05209,7,2,9,5,2,7,14,1,1,1,Inhibit
315,train,O95999,P20749,8,2,10,6,2,8,16,1,1,1,Enhance
316,train,O95999,P20749,8,2,10,6,2,8,16,1,1,1,Enhance
317,train,O95999,Q9Y6K9,8,12,20,4,8,12,96,1,1,1,Enhance
318,train,O95999,Q9Y6K9,8,12,20,4,8,12,96,1,1,1,Enhance
319,train,O95999,Q9Y6K9,8,12,20,4,8,12,96,1,1,1,Enhance
320,train,O95999,Q9Y6K9,8,12,20,4,8,12,96,1,1,1,Enhance
321,train,O95999,Q9Y6K9,8,12,20,4,8,12,96,1,1,1,Enhance
322,validation,Q9C0K0,Q13330,1,0,1,1,0,1,0,1,0,0,Inhibit
323,train,Q9C0K0,Q9BTC8,1,1,2,0,1,1,1,1,1,1,Inhibit
324,train,P10415,Q07812,4,2,6,2,2,4,8,1,1,1,Enhance
325,test,P10415,Q14457,4,18,22,14,4,18,72,1,1,0,Inhibit
326,test,P10415,Q14457,4,18,22,14,4,18,72,1,1,0,Inhibit
327,test,P10415,Q14457,4,18,22,14,4,18,72,1,1,0,Inhibit
328,test,P10415,Q14457,4,18,22,14,4,18,72,1,1,0,Inhibit
329,test,P10415,Q14457,4,18,22,14,4,18,72,1,1,0,Inhibit
330,test,P10415,Q14457,4,18,22,14,4,18,72,1,1,0,Inhibit
331,train,P10415,Q13526,4,42,46,38,4,42,168,1,1,1,Enhance
332,train,Q07817,Q16611,6,2,8,4,2,6,12,1,1,1,Inhibit
333,validation,Q07817,Q07812,6,2,8,4,2,6,12,1,1,0,Inhibit
334,validation,Q07817,Q07812,6,2,8,4,2,6,12,1,1,0,Inhibit
335,train,Q07817,P06493,6,5,11,1,5,6,30,1,1,1,Enhance
336,train,Q07817,Q8N8N0,6,1,7,5,1,6,6,1,1,1,Inhibit
337,train,O43521,Q14457,9,18,27,9,9,18,162,1,1,1,Enhance
338,train,O43521,Q14457,9,18,27,9,9,18,162,1,1,1,Inhibit
339,train,O43521,Q9Y297,9,51,60,42,9,51,459,1,1,1,Enhance
340,train,O43521,Q9Y297,9,51,60,42,9,51,459,1,1,1,Enhance
341,train,O43521,Q9Y297,9,51,60,42,9,51,459,1,1,1,Enhance
342,train,O43521,P63167,9,10,19,1,9,10,90,1,1,1,Enhance
343,train,O43521,P63167,9,10,19,1,9,10,90,1,1,1,Inhibit
344,test,O43521,Q07820,9,10,19,1,9,10,90,1,1,0,Inhibit
345,train,P11274,P62993,5,112,117,107,5,112,560,1,1,1,Enhance
346,train,P11274,P62993,5,112,117,107,5,112,560,1,1,1,Enhance
347,train,P11274,P62993,5,112,117,107,5,112,560,1,1,1,Enhance
348,train,P11274,P62993,5,112,117,107,5,112,560,1,1,1,Enhance
